"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Tackles","","Tackles for Loss","","","Sacks","","","","Pass Breakups","Forced Fumbles","QB Hurries","Blocked Kicks"
"","","","","","","Unassisted","Assisted","Unassisted","Assisted","Yards","Unassisted","Assisted","Yards","No.","No.","No.","No."
"768","West Virginia","11/10/12","93","ROSE","KYLE","2","0","","","","","","","","","",""
"768","West Virginia","11/17/12","93","ROSE","KYLE","1","0","","","","","","","","","",""
"768","West Virginia","11/23/12","93","ROSE","KYLE","1","0","","","","","","","","","",""
"768","West Virginia","12/01/12","93","ROSE","KYLE","2","0","","","","","","","","","",""
"768","West Virginia","12/29/12","93","ROSE","KYLE","0","3","","","","","","","","","",""
"768","West Virginia","09/01/12","90","ROWELL","SHAQ","1","1","","","","","","","","","",""
"768","West Virginia","09/15/12","90","ROWELL","SHAQ","1","2","0","1","1","","","","","","",""
"768","West Virginia","09/22/12","90","ROWELL","SHAQ","2","2","","","","","","","","","",""
"768","West Virginia","09/29/12","90","ROWELL","SHAQ","1","2","","","","","","","","","",""
"768","West Virginia","10/06/12","90","ROWELL","SHAQ","2","2","0","1","1","","","","","","",""
"768","West Virginia","10/13/12","90","ROWELL","SHAQ","2","0","","","","","","","","","",""
"768","West Virginia","10/20/12","90","ROWELL","SHAQ","2","1","","","","","","","","","",""
"768","West Virginia","11/03/12","90","ROWELL","SHAQ","0","1","","","","","","","","","",""
"768","West Virginia","11/10/12","90","ROWELL","SHAQ","1","0","","","","","","","","","",""
"768","West Virginia","11/17/12","90","ROWELL","SHAQ","2","3","0","2","2","","","","","","",""
"768","West Virginia","11/23/12","90","ROWELL","SHAQ","2","3","","","","","","","1","","1",""
"768","West Virginia","12/01/12","90","ROWELL","SHAQ","1","2","","","","","","","","","",""
"768","West Virginia","12/29/12","90","ROWELL","SHAQ","1","5","","","","","","","","","",""
"768","West Virginia","09/15/12","41","RUMPH","RICKY","0","1","","","","","","","","","",""
"768","West Virginia","10/13/12","41","RUMPH","RICKY","1","0","","","","","","","","","",""
"768","West Virginia","10/20/12","41","RUMPH","RICKY","1","0","","","","","","","","","",""
"768","West Virginia","11/17/12","41","RUMPH","RICKY","2","0","","","","","","","","","",""
"768","West Virginia","11/23/12","41","RUMPH","RICKY","1","1","","","","","","","","","",""
"768","West Virginia","12/29/12","41","RUMPH","RICKY","1","1","","","","","","","","","",""
"768","West Virginia","10/20/12","44","SMITH","COREY","1","0","","","","","","","","","",""
"768","West Virginia","11/17/12","12","SMITH","GENO","1","0","","","","","","","","","",""
"768","West Virginia","10/06/12","56","SNOW","JEWONE","1","0","","","","","","","","","",""
"768","West Virginia","10/20/12","10","THOMPSON","JORDAN","1","0","","","","","","","","","",""
"768","West Virginia","11/23/12","10","THOMPSON","JORDAN","1","0","","","","","","","","","",""
"768","West Virginia","09/01/12","37","TONKERY","WES","3","0","","","","","","","1","","",""
"768","West Virginia","09/15/12","37","TONKERY","WES","0","1","","","","","","","","","",""
"768","West Virginia","09/29/12","37","TONKERY","WES","1","0","","","","","","","","","",""
"768","West Virginia","10/06/12","37","TONKERY","WES","1","0","","","","","","","","","",""
"768","West Virginia","10/20/12","37","TONKERY","WES","1","1","","","","","","","","","",""
"768","West Virginia","11/23/12","37","TONKERY","WES","1","0","","","","","","","","","",""
"768","West Virginia","12/01/12","37","TONKERY","WES","0","1","0","1","3","","","","","","",""
"768","West Virginia","09/01/12","99","WRIGHT","JORGE","0","1","","","","","","","","","",""
"768","West Virginia","09/15/12","99","WRIGHT","JORGE","0","1","","","","","","","","","",""
"768","West Virginia","09/22/12","99","WRIGHT","JORGE","2","2","1","0","7","","","","","","",""
"768","West Virginia","09/29/12","99","WRIGHT","JORGE","1","0","","","","","","","","","",""
"768","West Virginia","10/13/12","99","WRIGHT","JORGE","4","0","1","0","7","1","0","7","","","",""
"768","West Virginia","10/20/12","99","WRIGHT","JORGE","0","1","","","","","","","","","",""
"768","West Virginia","11/03/12","99","WRIGHT","JORGE","1","0","","","","","","","","","",""
"768","West Virginia","11/10/12","99","WRIGHT","JORGE","5","0","2","0","7","1","0","3","","","",""
"768","West Virginia","11/23/12","99","WRIGHT","JORGE","2","2","2","1","8","","","","","","",""
"768","West Virginia","12/01/12","99","WRIGHT","JORGE","2","2","","","","","","","","","",""
"768","West Virginia","12/29/12","99","WRIGHT","JORGE","2","2","","","","","","","","","",""
"772","Western Ky.","11/10/12","85","AIKENS","AUSTIN","1","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","85","AIKENS","AUSTIN","1","0","","","","","","","","","",""
"772","Western Ky.","09/01/12","43","ALLEN","JAMARCUS","2","1","0","1","1","","","","","","",""
"772","Western Ky.","09/08/12","43","ALLEN","JAMARCUS","2","0","","","","","","","","","",""
"772","Western Ky.","09/15/12","43","ALLEN","JAMARCUS","0","1","","","","","","","","","1",""
"772","Western Ky.","09/22/12","43","ALLEN","JAMARCUS","1","1","1","0","5","","","","","","",""
"772","Western Ky.","10/11/12","43","ALLEN","JAMARCUS","4","1","1","0","8","1","0","8","","1","",""
"772","Western Ky.","10/20/12","43","ALLEN","JAMARCUS","0","2","0","1","2","","","","","","",""
"772","Western Ky.","10/27/12","43","ALLEN","JAMARCUS","1","3","0","2","2","0","1","1","","","",""
"772","Western Ky.","11/01/12","43","ALLEN","JAMARCUS","2","2","","","","","","","","","",""
"772","Western Ky.","11/10/12","43","ALLEN","JAMARCUS","3","3","1","1","1","","","","","","",""
"772","Western Ky.","11/17/12","43","ALLEN","JAMARCUS","3","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","43","ALLEN","JAMARCUS","1","1","","","","","","","","","",""
"772","Western Ky.","12/26/12","43","ALLEN","JAMARCUS","1","1","1","1","8","1","0","6","","1","",""
"772","Western Ky.","09/15/12","33","ALLEN","LEON","1","0","","","","","","","","","",""
"772","Western Ky.","10/27/12","5","ANDREWS","ANTONIO","1","0","","","","","","","","","",""
"772","Western Ky.","11/17/12","5","ANDREWS","ANTONIO","1","0","","","","","","","","","",""
"772","Western Ky.","09/29/12","27","AXON","BEN","1","0","","","","","","","","","",""
"772","Western Ky.","09/01/12","40","BOYD","BAR'EE","0","1","","","","","","","","","",""
"772","Western Ky.","09/08/12","40","BOYD","BAR'EE","2","0","1","0","8","1","0","8","","","",""
"772","Western Ky.","09/15/12","40","BOYD","BAR'EE","2","0","1","0","10","1","0","10","","1","1",""
"772","Western Ky.","10/11/12","40","BOYD","BAR'EE","3","0","1","0","9","1","0","9","","","",""
"772","Western Ky.","10/20/12","40","BOYD","BAR'EE","0","1","","","","","","","","","",""
"772","Western Ky.","10/27/12","40","BOYD","BAR'EE","1","1","1","1","12","0","1","1","","","",""
"772","Western Ky.","11/10/12","40","BOYD","BAR'EE","3","1","","","","","","","","","",""
"772","Western Ky.","11/17/12","40","BOYD","BAR'EE","3","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","40","BOYD","BAR'EE","2","0","1","0","4","","","","","","",""
"772","Western Ky.","12/26/12","40","BOYD","BAR'EE","1","6","1","0","2","","","","","","",""
"772","Western Ky.","09/01/12","13","BOYD","XAVIUS","3","5","","","","","","","","","",""
"772","Western Ky.","09/08/12","13","BOYD","XAVIUS","4","1","","","","","","","","","",""
"772","Western Ky.","09/15/12","13","BOYD","XAVIUS","8","2","","","","","","","","","",""
"772","Western Ky.","09/22/12","13","BOYD","XAVIUS","4","3","1","0","1","","","","","","",""
"772","Western Ky.","09/29/12","13","BOYD","XAVIUS","4","6","1","1","7","0","1","5","","","",""
"772","Western Ky.","10/11/12","13","BOYD","XAVIUS","3","2","","","","","","","","","",""
"772","Western Ky.","10/20/12","13","BOYD","XAVIUS","2","3","1","1","4","","","","","","",""
"772","Western Ky.","10/27/12","13","BOYD","XAVIUS","2","3","0","1","1","","","","","","",""
"772","Western Ky.","11/01/12","13","BOYD","XAVIUS","2","3","0","1","0","","","","","","",""
"772","Western Ky.","11/10/12","13","BOYD","XAVIUS","2","1","","","","","","","","","",""
"772","Western Ky.","11/17/12","13","BOYD","XAVIUS","1","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","13","BOYD","XAVIUS","4","3","1","1","3","","","","","","",""
"772","Western Ky.","12/26/12","13","BOYD","XAVIUS","3","5","1","0","2","","","","","","","1"
"772","Western Ky.","09/15/12","2","BRAND","BOE","1","0","","","","","","","","","",""
"772","Western Ky.","09/29/12","81","BROWN","JAMARIELLE","0","1","","","","","","","","","",""
"772","Western Ky.","11/10/12","89","BROWN","STEPHON","0","1","","","","","","","","","",""
"772","Western Ky.","09/08/12","52","CLEMMONS","CAMERON","0","1","","","","","","","","","",""
"772","Western Ky.","09/01/12","1","DOWLING","JONATHAN","4","3","","","","","","","","","","1"
"772","Western Ky.","09/08/12","1","DOWLING","JONATHAN","1","4","0","1","3","","","","1","","",""
"772","Western Ky.","09/15/12","1","DOWLING","JONATHAN","1","3","","","","","","","","","",""
"772","Western Ky.","09/22/12","1","DOWLING","JONATHAN","2","0","","","","","","","1","","",""
"772","Western Ky.","10/11/12","1","DOWLING","JONATHAN","5","4","","","","","","","1","","",""
"772","Western Ky.","10/20/12","1","DOWLING","JONATHAN","2","1","","","","","","","1","","",""
"772","Western Ky.","10/27/12","1","DOWLING","JONATHAN","3","1","","","","","","","1","1","",""
"772","Western Ky.","11/01/12","1","DOWLING","JONATHAN","7","3","","","","","","","","","",""
"772","Western Ky.","11/10/12","1","DOWLING","JONATHAN","2","2","","","","","","","","","",""
"772","Western Ky.","11/17/12","1","DOWLING","JONATHAN","6","0","","","","","","","1","1","",""
"772","Western Ky.","11/24/12","1","DOWLING","JONATHAN","3","3","0","2","1","","","","","","",""
"772","Western Ky.","12/26/12","1","DOWLING","JONATHAN","4","4","1","0","8","","","","1","","",""
"772","Western Ky.","09/15/12","82","DOYLE","JACK","1","0","","","","","","","","","",""
"772","Western Ky.","10/27/12","8","FORREST","JAMAL","0","1","","","","","","","","","",""
"772","Western Ky.","11/01/12","8","FORREST","JAMAL","1","1","","","","","","","","","",""
"772","Western Ky.","12/26/12","8","FORREST","JAMAL","0","1","","","","","","","","","",""
"772","Western Ky.","09/08/12","25","FRANKS","CHUCK","0","1","","","","","","","","","",""
"772","Western Ky.","09/15/12","25","FRANKS","CHUCK","1","1","","","","","","","","","",""
"772","Western Ky.","12/26/12","25","FRANKS","CHUCK","0","1","","","","","","","","","",""
"772","Western Ky.","11/17/12","1E","GILCHRIST","DARRYL","0","1","","","","","","","","","",""
"772","Western Ky.","09/01/12","12","GOLDEN","TYE","1","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","12","GOLDEN","TYE","0","2","","","","","","","","","",""
"772","Western Ky.","12/26/12","12","GOLDEN","TYE","2","1","","","","","","","","","",""
"772","Western Ky.","09/01/12","26","HARRINGTON","BRETT","3","0","","","","","","","","","",""
"772","Western Ky.","09/08/12","26","HARRINGTON","BRETT","3","0","","","","","","","","","",""
"772","Western Ky.","09/15/12","26","HARRINGTON","BRETT","6","1","1","0","4","","","","","","",""
"772","Western Ky.","09/22/12","26","HARRINGTON","BRETT","5","1","","","","","","","","","",""
"772","Western Ky.","09/29/12","26","HARRINGTON","BRETT","5","4","","","","","","","","","",""
"772","Western Ky.","10/11/12","26","HARRINGTON","BRETT","1","1","","","","","","","","","",""
"772","Western Ky.","10/20/12","26","HARRINGTON","BRETT","1","0","","","","","","","","","",""
"772","Western Ky.","11/10/12","26","HARRINGTON","BRETT","2","0","","","","","","","2","","",""
"772","Western Ky.","11/17/12","26","HARRINGTON","BRETT","0","1","","","","","","","","","",""
"772","Western Ky.","12/26/12","26","HARRINGTON","BRETT","1","0","1","0","1","","","","","","",""
"772","Western Ky.","09/01/12","92","HERVEY","JAMES","0","1","","","","","","","","","",""
"772","Western Ky.","09/15/12","3B","IWORAH","PRINCE CHARLES","1","1","","","","","","","","","",""
"772","Western Ky.","09/01/12","4","JACKSON","ANDREW","4","2","2","1","13","1","0","11","","1","",""
"772","Western Ky.","09/08/12","4","JACKSON","ANDREW","6","1","1","1","9","","","","","","",""
"772","Western Ky.","09/15/12","4","JACKSON","ANDREW","7","1","1","0","3","","","","","","",""
"772","Western Ky.","09/22/12","4","JACKSON","ANDREW","4","1","","","","","","","","","",""
"772","Western Ky.","09/29/12","4","JACKSON","ANDREW","5","7","1","1","4","","","","","","",""
"772","Western Ky.","10/11/12","4","JACKSON","ANDREW","9","3","1","0","1","","","","","","",""
"772","Western Ky.","10/20/12","4","JACKSON","ANDREW","9","1","1","0","8","1","0","8","","1","2",""
"772","Western Ky.","10/27/12","4","JACKSON","ANDREW","3","2","1","1","4","","","","","","",""
"772","Western Ky.","11/01/12","4","JACKSON","ANDREW","8","5","","","","","","","","1","",""
"772","Western Ky.","11/10/12","4","JACKSON","ANDREW","12","7","3","1","11","","","","1","1","1",""
"772","Western Ky.","11/17/12","4","JACKSON","ANDREW","2","2","","","","","","","","","",""
"772","Western Ky.","11/24/12","4","JACKSON","ANDREW","7","8","1","4","6","","","","","","",""
"772","Western Ky.","12/26/12","4","JACKSON","ANDREW","2","4","","","","","","","","","",""
"772","Western Ky.","09/08/12","32","JONES","KADEEM","1","0","","","","","","","","","",""
"772","Western Ky.","09/15/12","96","LEWIS","RAMMELL","1","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","96","LEWIS","RAMMELL","2","1","2","0","2","","","","","","",""
"772","Western Ky.","09/29/12","96","LEWIS","RAMMELL","0","3","","","","","","","","","",""
"772","Western Ky.","10/11/12","96","LEWIS","RAMMELL","3","2","2","0","8","1","0","6","","","",""
"772","Western Ky.","10/20/12","96","LEWIS","RAMMELL","0","1","","","","","","","1","","",""
"772","Western Ky.","10/27/12","96","LEWIS","RAMMELL","2","0","1","0","8","1","0","8","","","",""
"772","Western Ky.","11/01/12","96","LEWIS","RAMMELL","1","2","","","","","","","","","",""
"772","Western Ky.","11/10/12","96","LEWIS","RAMMELL","1","0","","","","","","","","","",""
"772","Western Ky.","11/17/12","96","LEWIS","RAMMELL","","","","","","","","","1","","",""
"772","Western Ky.","11/24/12","96","LEWIS","RAMMELL","1","0","","","","","","","","","",""
"772","Western Ky.","12/26/12","96","LEWIS","RAMMELL","1","3","","","","","","","","1","",""
"772","Western Ky.","09/01/12","95","MARTIN","KENNY","1","0","","","","","","","","","",""
"772","Western Ky.","09/08/12","95","MARTIN","KENNY","0","1","","","","","","","","","",""
"772","Western Ky.","09/15/12","95","MARTIN","KENNY","1","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","95","MARTIN","KENNY","1","0","1","0","2","","","","","","",""
"772","Western Ky.","09/29/12","95","MARTIN","KENNY","0","1","","","","","","","","","",""
"772","Western Ky.","10/11/12","95","MARTIN","KENNY","2","1","","","","","","","","","",""
"772","Western Ky.","11/01/12","95","MARTIN","KENNY","1","2","","","","","","","","","",""
"772","Western Ky.","11/10/12","95","MARTIN","KENNY","2","1","","","","","","","","","",""
"772","Western Ky.","11/24/12","95","MARTIN","KENNY","1","1","1","0","5","","","","","","",""
"772","Western Ky.","12/26/12","95","MARTIN","KENNY","1","1","","","","","","","","","",""
"772","Western Ky.","09/22/12","1B","MAURO","JAMES","1","0","","","","","","","","","",""
"772","Western Ky.","10/20/12","10","MCNEAL","WILLIE","1","0","","","","","","","","","",""
"772","Western Ky.","09/01/12","97","PAYNE","JAMICHAEL","0","2","","","","","","","","","",""
"772","Western Ky.","09/15/12","14","PETERSON","KAREEM","","","","","","","","","2","","",""
"772","Western Ky.","09/22/12","14","PETERSON","KAREEM","0","1","","","","","","","","","",""
"772","Western Ky.","09/29/12","14","PETERSON","KAREEM","5","1","","","","","","","1","","",""
"772","Western Ky.","10/11/12","14","PETERSON","KAREEM","2","0","","","","","","","","","",""
"772","Western Ky.","10/20/12","14","PETERSON","KAREEM","1","1","","","","","","","","","",""
"772","Western Ky.","10/27/12","14","PETERSON","KAREEM","2","0","","","","","","","","","",""
"772","Western Ky.","11/10/12","14","PETERSON","KAREEM","2","0","","","","","","","1","","",""
"772","Western Ky.","11/17/12","14","PETERSON","KAREEM","4","0","1","0","2","","","","","","",""
"772","Western Ky.","09/01/12","17","RANDALL","DAQUAL","1","0","","","","","","","","","",""
"772","Western Ky.","09/29/12","17","RANDALL","DAQUAL","0","2","","","","","","","","","",""
"772","Western Ky.","11/01/12","17","RANDALL","DAQUAL","1","0","","","","","","","","","",""
"772","Western Ky.","09/01/12","22","ROBINSON","TYREE","0","1","","","","","","","","","",""
"772","Western Ky.","09/08/12","22","ROBINSON","TYREE","2","2","","","","","","","","","",""
"772","Western Ky.","09/15/12","22","ROBINSON","TYREE","6","1","","","","","","","1","","",""
"772","Western Ky.","09/22/12","22","ROBINSON","TYREE","4","0","","","","","","","","","",""
"772","Western Ky.","09/29/12","22","ROBINSON","TYREE","4","2","1","1","5","","","","1","","",""
"772","Western Ky.","10/11/12","22","ROBINSON","TYREE","2","1","","","","","","","1","","",""
"772","Western Ky.","10/20/12","22","ROBINSON","TYREE","3","1","","","","","","","","","",""
"772","Western Ky.","10/27/12","22","ROBINSON","TYREE","3","1","","","","","","","","","",""
"772","Western Ky.","11/01/12","22","ROBINSON","TYREE","2","1","","","","","","","","","",""
"772","Western Ky.","11/10/12","22","ROBINSON","TYREE","0","1","","","","","","","","","",""
"772","Western Ky.","11/17/12","22","ROBINSON","TYREE","4","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","22","ROBINSON","TYREE","7","0","1","0","1","","","","","","",""
"772","Western Ky.","12/26/12","22","ROBINSON","TYREE","2","2","","","","","","","","","",""
"772","Western Ky.","09/01/12","8A","ROCKER","GAVIN","3","0","2","0","11","1","0","10","","","",""
"772","Western Ky.","09/08/12","8A","ROCKER","GAVIN","1","1","1","0","4","1","0","4","","","",""
"772","Western Ky.","09/15/12","8A","ROCKER","GAVIN","2","0","","","","","","","","","",""
"772","Western Ky.","10/20/12","8A","ROCKER","GAVIN","1","1","1","0","7","1","0","7","","","",""
"772","Western Ky.","11/10/12","8A","ROCKER","GAVIN","1","1","","","","","","","","","",""
"772","Western Ky.","12/26/12","8A","ROCKER","GAVIN","1","2","","","","","","","","","",""
"772","Western Ky.","10/11/12","56","ROY","JESSE","2","0","","","","","","","","","",""
"772","Western Ky.","11/01/12","56","ROY","JESSE","0","1","","","","","","","","","",""
"772","Western Ky.","09/01/12","51","SCOTT","JONATHAN","1","0","","","","","","","","","",""
"772","Western Ky.","09/01/12","94","SHORTER","BRYAN","1","0","","","","","","","","","1",""
"772","Western Ky.","09/22/12","94","SHORTER","BRYAN","1","0","1","0","5","1","0","5","","","",""
"772","Western Ky.","10/27/12","94","SHORTER","BRYAN","1","0","","","","","","","","","",""
"772","Western Ky.","11/10/12","94","SHORTER","BRYAN","2","0","","","","","","","","","",""
"772","Western Ky.","11/01/12","38","SINGH","RICARDO","1","0","","","","","","","","","",""
"772","Western Ky.","09/08/12","93","SMITH","QUANTERUS","3","0","3","0","27","3","0","27","","1","",""
"772","Western Ky.","09/15/12","93","SMITH","QUANTERUS","1","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","93","SMITH","QUANTERUS","2","1","1","0","3","","","","","","1",""
"772","Western Ky.","09/29/12","93","SMITH","QUANTERUS","5","2","5","1","33","3","1","27","1","","",""
"772","Western Ky.","10/11/12","93","SMITH","QUANTERUS","1","0","","","","","","","","","",""
"772","Western Ky.","10/20/12","93","SMITH","QUANTERUS","3","0","","","","","","","","","",""
"772","Western Ky.","10/27/12","93","SMITH","QUANTERUS","7","1","5","0","25","5","0","25","","1","",""
"772","Western Ky.","11/01/12","93","SMITH","QUANTERUS","0","2","","","","","","","","","",""
"772","Western Ky.","11/10/12","93","SMITH","QUANTERUS","2","3","2","0","9","1","0","5","","1","",""
"772","Western Ky.","11/17/12","93","SMITH","QUANTERUS","4","1","2","0","25","","","","","","",""
"772","Western Ky.","09/01/12","16","SMITH","T.J.","0","1","","","","","","","","","",""
"772","Western Ky.","09/08/12","16","SMITH","T.J.","1","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","16","SMITH","T.J.","1","0","","","","","","","","","",""
"772","Western Ky.","11/10/12","16","SMITH","T.J.","1","0","","","","","","","","","",""
"772","Western Ky.","09/01/12","19","THOMAS","CAM","1","0","","","","","","","1","","",""
"772","Western Ky.","09/22/12","19","THOMAS","CAM","1","2","","","","","","","","","",""
"772","Western Ky.","09/29/12","19","THOMAS","CAM","3","1","1","0","4","","","","","","",""
"772","Western Ky.","10/11/12","19","THOMAS","CAM","1","0","","","","","","","","","",""
"772","Western Ky.","10/20/12","19","THOMAS","CAM","2","1","","","","","","","3","","",""
"772","Western Ky.","10/27/12","19","THOMAS","CAM","1","0","","","","","","","","","",""
"772","Western Ky.","11/01/12","19","THOMAS","CAM","1","1","","","","","","","1","","",""
"772","Western Ky.","11/10/12","19","THOMAS","CAM","12","1","","","","","","","1","","",""
"772","Western Ky.","11/17/12","19","THOMAS","CAM","3","1","","","","","","","","","",""
"772","Western Ky.","11/24/12","19","THOMAS","CAM","4","0","","","","","","","1","","",""
"772","Western Ky.","12/26/12","19","THOMAS","CAM","5","2","1","0","3","","","","","","",""
"772","Western Ky.","09/08/12","45","TISCHER","COLE","3","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","45","TISCHER","COLE","1","1","","","","","","","","","",""
"772","Western Ky.","09/29/12","45","TISCHER","COLE","1","2","1","0","8","","","","","","",""
"772","Western Ky.","10/11/12","45","TISCHER","COLE","2","2","0","1","0","","","","","","",""
"772","Western Ky.","10/20/12","45","TISCHER","COLE","1","0","1","0","1","","","","","","",""
"772","Western Ky.","10/27/12","45","TISCHER","COLE","3","1","2","1","5","2","0","4","","","",""
"772","Western Ky.","11/01/12","45","TISCHER","COLE","4","1","","","","","","","","","",""
"772","Western Ky.","11/10/12","45","TISCHER","COLE","1","0","1","0","1","","","","","","",""
"772","Western Ky.","11/17/12","45","TISCHER","COLE","2","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","45","TISCHER","COLE","1","2","","","","","","","","","",""
"772","Western Ky.","12/26/12","45","TISCHER","COLE","0","3","","","","","","","","","",""
"772","Western Ky.","09/08/12","88","WALLACE","RYAN","1","0","","","","","","","","","",""
"772","Western Ky.","11/17/12","88","WALLACE","RYAN","0","1","","","","","","","","","",""
"772","Western Ky.","09/01/12","91","WASHINGTON","CALVIN","0","2","","","","","","","","","",""
"772","Western Ky.","09/22/12","91","WASHINGTON","CALVIN","1","1","1","0","13","1","0","13","","","",""
"772","Western Ky.","10/27/12","91","WASHINGTON","CALVIN","0","1","","","","","","","","","",""
"772","Western Ky.","11/24/12","91","WASHINGTON","CALVIN","1","2","0","1","1","","","","","","",""
"772","Western Ky.","12/26/12","91","WASHINGTON","CALVIN","1","3","0","1","1","","","","2","","",""
"772","Western Ky.","09/01/12","7","WASHINGTON","DAERIUS","1","1","1","0","3","","","","","","",""
"772","Western Ky.","10/11/12","7","WASHINGTON","DAERIUS","0","1","0","1","1","","","","","","",""
"772","Western Ky.","10/20/12","7","WASHINGTON","DAERIUS","1","1","","","","","","","","","",""
"772","Western Ky.","11/01/12","7","WASHINGTON","DAERIUS","1","1","","","","","","","","","",""
"772","Western Ky.","11/17/12","7","WASHINGTON","DAERIUS","0","1","","","","","","","","","",""
"772","Western Ky.","11/24/12","7","WASHINGTON","DAERIUS","2","0","","","","","","","","","",""
"772","Western Ky.","12/26/12","7","WASHINGTON","DAERIUS","0","2","","","","","","","","","",""
"772","Western Ky.","09/08/12","31","WILLIAMS","TERRAN","2","0","","","","","","","","","",""
"772","Western Ky.","09/15/12","31","WILLIAMS","TERRAN","2","0","1","0","1","","","","","","",""
"772","Western Ky.","09/29/12","31","WILLIAMS","TERRAN","1","2","","","","","","","","","",""
"772","Western Ky.","10/11/12","31","WILLIAMS","TERRAN","0","1","","","","","","","","","",""
"772","Western Ky.","10/20/12","31","WILLIAMS","TERRAN","","","","","","","","","1","","",""
"772","Western Ky.","10/27/12","31","WILLIAMS","TERRAN","1","1","","","","","","","","","",""
"772","Western Ky.","11/01/12","31","WILLIAMS","TERRAN","2","1","","","","","","","","","",""
"772","Western Ky.","11/10/12","31","WILLIAMS","TERRAN","1","1","1","0","5","1","0","5","","","",""
"772","Western Ky.","11/17/12","31","WILLIAMS","TERRAN","1","1","","","","","","","","","",""
"772","Western Ky.","11/24/12","31","WILLIAMS","TERRAN","0","2","","","","","","","","","",""
"772","Western Ky.","09/01/12","37","WILLIAMS","VINCE","2","1","1","0","1","","","","","","",""
"772","Western Ky.","09/08/12","37","WILLIAMS","VINCE","1","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","37","WILLIAMS","VINCE","1","1","","","","","","","","","",""
"772","Western Ky.","11/01/12","37","WILLIAMS","VINCE","0","1","","","","","","","","","",""
"772","Western Ky.","11/17/12","37","WILLIAMS","VINCE","1","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","37","WILLIAMS","VINCE","1","0","","","","","","","","","",""
"772","Western Ky.","12/26/12","37","WILLIAMS","VINCE","1","0","","","","","","","","","",""
"772","Western Ky.","09/15/12","47","WILSON","NEIL","1","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","47","WILSON","NEIL","1","2","","","","","","","","","",""
"772","Western Ky.","09/29/12","47","WILSON","NEIL","1","0","","","","","","","","","",""
"772","Western Ky.","10/20/12","47","WILSON","NEIL","0","1","","","","","","","","","",""
"772","Western Ky.","11/17/12","47","WILSON","NEIL","1","0","","","","","","","","","",""
"772","Western Ky.","11/24/12","47","WILSON","NEIL","1","0","","","","","","","","","",""
"772","Western Ky.","09/01/12","21","WRIGHT","ARIUS","0","1","","","","","","","3","","",""
"772","Western Ky.","09/08/12","21","WRIGHT","ARIUS","2","1","1","0","9","1","0","9","","","",""
"772","Western Ky.","09/15/12","21","WRIGHT","ARIUS","3","1","","","","","","","","","",""
"772","Western Ky.","09/22/12","21","WRIGHT","ARIUS","1","2","","","","","","","1","","",""
"772","Western Ky.","09/29/12","21","WRIGHT","ARIUS","1","2","1","0","1","","","","","","",""
"772","Western Ky.","10/20/12","21","WRIGHT","ARIUS","1","0","","","","","","","1","","",""
"772","Western Ky.","10/27/12","21","WRIGHT","ARIUS","2","0","","","","","","","1","","",""
"772","Western Ky.","11/01/12","21","WRIGHT","ARIUS","2","0","","","","","","","","","1",""
"772","Western Ky.","11/10/12","21","WRIGHT","ARIUS","1","0","","","","","","","","","",""
"772","Western Ky.","11/17/12","21","WRIGHT","ARIUS","11","1","1","0","1","","","","","1","",""
"772","Western Ky.","11/24/12","21","WRIGHT","ARIUS","1","0","","","","","","","","","",""
"772","Western Ky.","12/26/12","21","WRIGHT","ARIUS","1","1","","","","","","","","","",""
"772","Western Ky.","09/01/12","29","YOUNG","KIANTE","4","0","","","","","","","1","","",""
"772","Western Ky.","09/08/12","29","YOUNG","KIANTE","3","2","","","","","","","","","",""
"772","Western Ky.","09/15/12","29","YOUNG","KIANTE","6","0","","","","","","","","","",""
"772","Western Ky.","09/22/12","29","YOUNG","KIANTE","1","2","","","","","","","1","","",""
"772","Western Ky.","09/29/12","29","YOUNG","KIANTE","4","4","","","","","","","1","","",""
"772","Western Ky.","10/11/12","29","YOUNG","KIANTE","5","1","","","","","","","","","",""
"772","Western Ky.","10/20/12","29","YOUNG","KIANTE","6","1","","","","","","","1","","",""
"772","Western Ky.","10/27/12","29","YOUNG","KIANTE","7","0","","","","","","","","1","",""
"772","Western Ky.","11/01/12","29","YOUNG","KIANTE","9","5","1","1","2","","","","1","","",""
"772","Western Ky.","11/10/12","29","YOUNG","KIANTE","1","1","","","","","","","","","1",""
"772","Western Ky.","11/17/12","29","YOUNG","KIANTE","3","0","","","","","","","","","",""
